Date,Open,High,Low,Close,Adj Close,Volume
12-May-22,389.37,395.8,385.15,392.34,374.41,"125,090,800"
11-May-22,398.07,404.04,391.96,392.75,374.8,"142,361,000"
10-May-22,404.49,406.08,394.82,399.09,380.85,"132,497,200"
09-May-22,405.1,406.41,396.5,398.17,379.97,"155,586,100"
06-May-22,411.1,414.8,405.73,411.34,392.54,"151,770,800"
05-May-22,424.55,425,409.44,413.81,394.9,"172,929,100"
04-May-22,417.08,429.66,413.71,429.06,409.45,"144,247,900"
03-May-22,415.01,418.93,413.36,416.38,397.35,"100,028,200"
02-May-22,412.07,415.92,405.02,414.48,395.54,"158,312,500"
29-Apr-22,423.59,425.87,411.21,412,393.17,"145,491,100"
28-Apr-22,422.29,429.64,417.6,427.81,408.26,"105,449,100"
27-Apr-22,417.24,422.92,415.01,417.27,398.2,"122,030,000"
26-Apr-22,425.83,426.04,416.07,416.1,397.08,"103,996,300"
25-Apr-22,423.67,428.69,418.84,428.51,408.93,"119,647,700"
22-Apr-22,436.91,438.08,425.44,426.04,406.57,"132,471,800"
21-Apr-22,448.54,450.01,437.1,438.06,418.04,"85,417,300"
20-Apr-22,446.92,447.57,443.48,444.71,424.39,"65,224,400"
19-Apr-22,437.86,445.8,437.68,445.04,424.7,"77,821,000"
18-Apr-22,436.81,439.75,435.61,437.97,417.95,"66,002,500"
14-Apr-22,443.55,444.73,437.68,437.79,417.78,"97,869,500"
13-Apr-22,438.03,444.11,437.84,443.31,423.05,"74,070,400"
12-Apr-22,443.08,445.75,436.65,438.29,418.26,"84,363,600"
11-Apr-22,444.11,445,439.39,439.92,419.82,"89,770,500"
08-Apr-22,447.97,450.63,445.94,447.57,427.12,"79,272,700"
07-Apr-22,445.59,450.69,443.53,448.77,428.26,"78,097,200"
06-Apr-22,446.89,448.93,443.47,446.52,426.11,"106,898,000"
05-Apr-22,455.22,457.83,449.82,451.03,430.42,"74,214,500"
04-Apr-22,453.13,456.91,452.26,456.8,435.92,"59,601,000"
01-Apr-22,453.31,453.46,449.14,452.92,432.22,"89,048,800"
31-Mar-22,457.89,458.76,451.16,451.64,431,"121,699,900"
30-Mar-22,460.34,461.2,456.47,458.7,437.74,"79,666,900"
29-Mar-22,460.02,462.07,457.18,461.55,440.46,"86,581,500"
28-Mar-22,452.06,455.91,450.06,455.91,435.08,"68,529,800"
25-Mar-22,451.16,452.98,448.43,452.69,432,"77,101,300"
24-Mar-22,445.94,450.5,444.76,450.49,429.9,"64,736,900"
23-Mar-22,446.91,448.49,443.71,443.8,423.52,"79,426,100"
22-Mar-22,445.86,450.58,445.86,449.59,429.04,"74,650,400"
21-Mar-22,444.34,446.46,440.68,444.39,424.08,"88,349,800"
18-Mar-22,1.366 Dividend,,,,,
18-Mar-22,438,444.86,437.22,444.52,424.21,"106,345,500"
17-Mar-22,433.59,441.07,433.19,441.07,419.61,"102,676,900"
16-Mar-22,429.89,435.68,424.8,435.62,414.42,"144,954,800"
15-Mar-22,419.77,426.84,418.42,426.17,405.43,"106,219,100"
14-Mar-22,420.89,424.55,415.79,417,396.71,"95,729,200"
11-Mar-22,428.12,428.77,419.53,420.07,399.63,"95,636,300"
10-Mar-22,422.52,426.43,420.44,425.48,404.78,"93,972,700"
09-Mar-22,425.14,429.51,422.82,427.41,406.61,"116,990,800"
08-Mar-22,419.62,427.21,415.12,416.25,396,"164,772,700"
07-Mar-22,431.55,432.3,419.36,419.43,399.02,"137,896,600"
04-Mar-22,431.75,433.37,427.88,432.17,411.14,"113,978,200"
03-Mar-22,440.47,441.11,433.8,435.71,414.51,"105,501,700"
02-Mar-22,432.37,439.72,431.57,437.89,416.58,"117,726,500"
01-Mar-22,435.04,437.17,427.11,429.98,409.06,"137,785,900"
28-Feb-22,432.03,438.2,430.7,436.63,415.39,"145,615,000"
25-Feb-22,429.61,437.84,427.86,437.75,416.45,"121,804,500"
24-Feb-22,411.02,428.76,410.64,428.3,407.46,"213,942,900"
23-Feb-22,432.66,433.26,421.35,421.95,401.42,"132,578,000"
22-Feb-22,431.89,435.5,425.86,429.57,408.67,"124,391,800"
18-Feb-22,437.33,438.66,431.82,434.23,413.1,"132,642,900"
17-Feb-22,443.22,446.57,436.42,437.06,415.79,"102,259,100"
16-Feb-22,443.93,448.06,441.94,446.6,424.87,"84,863,600"
15-Feb-22,443.73,446.28,443.18,446.1,424.39,"88,482,700"
14-Feb-22,439.92,441.6,435.34,439.02,417.66,"123,006,300"
11-Feb-22,449.41,451.61,438.94,440.46,419.03,"153,214,600"
10-Feb-22,451.34,457.71,447.2,449.32,427.46,"140,103,700"
09-Feb-22,455.22,457.88,455.01,457.54,435.28,"92,589,900"
08-Feb-22,446.73,451.92,445.22,450.94,429,"81,012,000"
07-Feb-22,449.51,450.99,445.85,447.26,425.5,"84,472,900"
04-Feb-22,446.35,452.78,443.83,448.7,426.87,"118,454,400"
03-Feb-22,450.95,452.97,445.71,446.6,424.87,"118,024,400"
02-Feb-22,455.5,458.12,453.05,457.35,435.1,"117,361,000"
01-Feb-22,450.68,453.63,446.94,452.95,430.91,"123,155,400"
31-Jan-22,441.24,450.28,439.81,449.91,428.02,"152,251,400"
28-Jan-22,432.68,442,427.82,441.95,420.45,"164,457,400"
27-Jan-22,438.26,441.59,429.45,431.24,410.26,"149,878,300"
26-Jan-22,440.72,444.04,428.86,433.38,412.29,"186,391,100"
25-Jan-22,433.06,439.72,427.15,434.47,413.33,"167,997,300"
24-Jan-22,432.03,440.38,420.76,439.84,418.44,"251,783,900"
21-Jan-22,445.56,448.06,437.95,437.98,416.67,"202,271,200"
20-Jan-22,453.75,458.74,444.5,446.75,425.01,"122,379,700"
19-Jan-22,458.13,459.61,451.46,451.75,429.77,"109,357,600"
18-Jan-22,459.74,459.96,455.31,456.49,434.28,"109,709,100"
14-Jan-22,461.19,465.09,459.9,464.72,442.11,"95,890,900"
13-Jan-22,472.19,472.88,463.44,464.53,441.93,"91,173,100"
12-Jan-22,471.59,473.2,468.94,471.02,448.1,"67,605,400"
11-Jan-22,465.23,469.85,462.05,469.75,446.89,"74,303,100"
10-Jan-22,462.7,465.74,456.6,465.51,442.86,"119,362,000"
07-Jan-22,467.95,469.2,464.65,466.09,443.41,"85,111,600"
06-Jan-22,467.89,470.82,465.43,467.94,445.17,"86,858,900"
05-Jan-22,477.16,477.98,468.28,468.38,445.59,"104,538,900"
04-Jan-22,479.22,479.98,475.58,477.55,454.31,"71,178,700"
03-Jan-22,476.3,477.85,473.85,477.71,454.47,"72,668,200"
31-Dec-21,475.64,476.86,474.67,474.96,451.85,"65,237,400"
30-Dec-21,477.93,479,475.67,476.16,452.99,"55,329,000"
29-Dec-21,476.98,478.56,475.92,477.48,454.25,"54,503,000"
28-Dec-21,477.72,478.81,476.06,476.87,453.67,"47,274,600"
27-Dec-21,472.06,477.31,472.01,477.26,454.04,"56,808,600"
23-Dec-21,468.75,472.19,468.64,470.6,447.7,"56,439,700"
22-Dec-21,462.79,467.81,462.58,467.69,444.93,"58,890,200"
21-Dec-21,458.61,463.21,456.31,463.06,440.53,"69,806,300"
20-Dec-21,454.48,455.4,451.14,454.98,432.84,"107,134,800"
17-Dec-21,1.633 Dividend,,,,,
17-Dec-21,461.55,464.74,458.06,459.87,437.49,"135,511,600"
16-Dec-21,472.57,472.87,464.8,466.45,442.2,"116,568,600"
15-Dec-21,463.42,470.86,460.74,470.6,446.14,"116,899,300"
14-Dec-21,463.09,465.74,460.25,463.36,439.27,"97,264,100"
13-Dec-21,470.19,470.56,466.27,466.57,442.31,"87,724,700"
10-Dec-21,469.23,470.9,466.51,470.74,446.27,"77,159,800"
09-Dec-21,468.15,469.63,466.14,466.35,442.11,"61,272,600"
08-Dec-21,468.7,470,466.83,469.52,445.11,"72,238,800"
07-Dec-21,464.41,468.88,458.65,468.28,443.94,"95,484,700"
06-Dec-21,456.13,460.79,453.56,458.79,434.94,"98,977,500"
03-Dec-21,459.17,460.3,448.92,453.42,429.85,"137,331,600"
02-Dec-21,450.73,459.07,450.31,457.4,433.62,"127,637,800"
01-Dec-21,461.64,464.67,450.29,450.5,427.08,"131,939,200"
30-Nov-21,462,464.03,455.3,455.56,431.88,"148,559,600"
29-Nov-21,464.07,466.56,461.73,464.6,440.45,"86,268,800"
26-Nov-21,462.34,463.9,457.77,458.97,435.11,"112,669,600"
24-Nov-21,466.06,469.57,465.19,469.44,445.04,"61,858,800"
23-Nov-21,467.22,469.1,464.45,468.19,443.85,"73,206,500"
22-Nov-21,470.89,473.54,467.35,467.57,443.26,"72,762,000"
19-Nov-21,469.61,470.94,468.5,468.89,444.51,"57,315,600"
18-Nov-21,469.24,470.01,466.34,469.73,445.31,"50,625,600"
17-Nov-21,469,469.19,467.48,468.14,443.8,"47,858,300"
16-Nov-21,467.15,470.49,467.07,469.28,444.88,"48,857,500"
15-Nov-21,468.64,468.81,466.23,467.43,443.13,"46,980,500"
12-Nov-21,465.12,467.86,464.11,467.27,442.98,"53,466,700"
11-Nov-21,465.21,465.29,463.75,463.77,439.66,"34,848,500"
10-Nov-21,465.58,467.38,462.04,463.62,439.52,"69,429,700"
09-Nov-21,469.32,469.57,465.88,467.38,443.08,"51,149,100"
08-Nov-21,469.7,470.23,468.2,468.93,444.55,"50,405,200"
05-Nov-21,469.28,470.65,466.92,468.53,444.17,"66,390,600"
04-Nov-21,465.36,467,464.99,466.91,442.64,"52,847,100"
03-Nov-21,461.3,465.15,460.83,464.72,440.56,"52,509,800"
02-Nov-21,460.22,462.23,460.08,461.9,437.89,"48,908,400"
01-Nov-21,460.3,460.7,458.2,460.04,436.12,"48,433,600"
29-Oct-21,455.87,459.56,455.56,459.25,435.38,"70,162,400"
28-Oct-21,455.46,458.4,455.45,458.32,434.49,"51,437,900"
27-Oct-21,456.45,457.16,453.86,453.94,430.34,"72,438,000"
26-Oct-21,457.2,458.49,455.56,455.96,432.26,"56,075,100"
25-Oct-21,454.28,455.9,452.39,455.55,431.87,"45,214,500"
22-Oct-21,453.13,454.67,451.05,453.12,429.56,"58,845,100"
21-Oct-21,451.77,453.83,451.31,453.59,430.01,"41,305,400"
20-Oct-21,451.13,452.73,451.01,452.41,428.89,"49,571,600"
19-Oct-21,448.92,450.71,448.27,450.64,427.21,"46,996,800"
18-Oct-21,443.97,447.55,443.27,447.19,423.94,"62,213,200"
15-Oct-21,444.75,446.26,444.09,445.87,422.69,"66,260,200"
14-Oct-21,439.08,442.66,438.58,442.5,419.5,"70,236,800"
13-Oct-21,434.71,436.05,431.54,435.18,412.56,"72,974,000"
12-Oct-21,435.67,436.1,432.78,433.62,411.08,"71,181,200"
11-Oct-21,437.16,440.26,434.62,434.69,412.09,"65,233,300"
08-Oct-21,439.48,439.89,437.19,437.86,415.1,"74,557,400"
07-Oct-21,438.39,441.68,438.2,438.66,415.86,"72,437,500"
06-Oct-21,429.27,435.12,427.54,434.9,412.29,"113,032,200"
05-Oct-21,430.24,435.49,429.39,433.1,410.58,"90,682,500"
04-Oct-21,433,433.96,426.36,428.64,406.36,"128,570,000"
01-Oct-21,430.98,436.03,427.23,434.24,411.67,"129,240,100"
30-Sep-21,436.02,436.77,428.78,429.14,406.83,"140,506,000"
29-Sep-21,435.19,437.04,433.85,434.45,411.86,"82,329,200"
28-Sep-21,439.69,440.04,432.94,433.72,411.17,"130,436,300"
27-Sep-21,442.81,444.05,441.9,442.64,419.63,"61,371,100"
24-Sep-21,441.44,444.67,441.21,443.91,420.83,"62,094,800"
23-Sep-21,439.85,444.89,439.6,443.18,420.14,"76,396,000"
22-Sep-21,436.05,440.03,433.75,437.86,415.1,"102,350,100"
21-Sep-21,436.53,437.91,433.07,433.63,411.09,"92,526,100"
20-Sep-21,434.88,436.56,428.86,434.04,411.48,"166,445,500"
17-Sep-21,1.428 Dividend,,,,,
17-Sep-21,444.92,445.37,441.02,441.4,418.45,"118,425,000"
16-Sep-21,447.32,448.36,444.02,447.17,422.57,"77,786,700"
15-Sep-21,444.62,448.41,443.44,447.88,423.24,"78,792,200"
14-Sep-21,448.12,448.34,443.22,444.17,419.73,"78,197,100"
13-Sep-21,448.64,448.92,444.11,446.58,422.01,"83,738,600"
10-Sep-21,451.04,451.49,445.31,445.44,420.93,"89,948,200"
09-Sep-21,450.7,452.57,448.72,448.98,424.28,"57,970,400"
08-Sep-21,450.89,451.67,448.86,450.91,426.1,"56,181,900"
07-Sep-21,452.71,452.81,450.74,451.46,426.62,"51,671,500"
03-Sep-21,451.98,453.63,451.55,453.08,428.15,"47,170,500"
02-Sep-21,453.32,454.05,451.91,453.19,428.26,"42,501,000"
01-Sep-21,452.56,453.11,451.55,451.8,426.94,"48,721,400"
31-Aug-21,452.13,452.49,450.92,451.56,426.72,"59,300,200"
30-Aug-21,450.97,453.07,450.71,452.23,427.35,"48,357,400"
27-Aug-21,447.12,450.65,447.06,450.25,425.48,"77,235,100"
26-Aug-21,448.61,448.86,446.16,446.26,421.71,"57,829,600"
25-Aug-21,448.17,449.46,447.77,448.91,424.21,"40,529,700"
24-Aug-21,447.97,448.54,447.42,447.97,423.33,"38,744,700"
23-Aug-21,445.16,448.23,443.44,447.26,422.65,"54,973,000"
20-Aug-21,440.23,443.71,439.71,443.36,418.97,"72,008,700"
19-Aug-21,436.27,441.14,436.12,439.86,415.66,"92,812,200"
18-Aug-21,442.96,444.63,438.92,439.18,415.02,"89,351,900"
17-Aug-21,444.24,444.96,440.85,444.04,419.61,"92,673,900"
16-Aug-21,444.53,447.11,442.87,446.97,422.38,"73,740,000"
13-Aug-21,445.59,445.94,445.07,445.92,421.39,"39,470,300"
12-Aug-21,443.62,445.26,442.66,445.11,420.62,"38,909,400"
11-Aug-21,443.82,443.88,442.62,443.78,419.37,"44,034,300"
10-Aug-21,442.61,443.44,441.88,442.68,418.33,"43,339,300"
09-Aug-21,442.46,442.8,441.31,442.13,417.81,"41,222,600"
06-Aug-21,442.1,442.94,441.8,442.49,418.15,"46,930,000"
05-Aug-21,440.22,441.85,439.88,441.76,417.46,"38,969,700"
04-Aug-21,439.78,441.12,438.73,438.98,414.83,"46,732,200"
03-Aug-21,438.44,441.28,436.1,441.15,416.88,"58,053,900"
02-Aug-21,440.34,440.93,437.21,437.59,413.52,"58,783,300"
30-Jul-21,437.91,440.06,437.77,438.51,414.39,"68,951,200"
29-Jul-21,439.82,441.8,439.81,440.65,416.41,"47,435,300"
28-Jul-21,439.68,440.3,437.31,438.83,414.69,"52,472,400"
27-Jul-21,439.91,439.94,435.99,439.01,414.86,"67,397,100"
26-Jul-21,439.31,441.03,439.26,441.02,416.76,"43,719,200"
23-Jul-21,437.52,440.3,436.79,439.94,415.74,"63,766,600"
22-Jul-21,434.74,435.72,433.69,435.46,411.5,"47,878,500"
21-Jul-21,432.34,434.7,431.01,434.55,410.64,"64,724,400"
20-Jul-21,425.68,432.42,424.83,431.06,407.35,"99,608,200"
19-Jul-21,426.19,431.41,421.97,424.97,401.59,"147,987,000"
16-Jul-21,436.01,436.06,430.92,431.34,407.61,"75,874,700"
15-Jul-21,434.81,435.53,432.72,434.75,410.83,"55,126,400"
14-Jul-21,437.4,437.92,434.91,436.24,412.24,"64,130,400"
13-Jul-21,436.24,437.84,435.31,435.59,411.63,"52,911,300"
12-Jul-21,435.43,437.35,434.97,437.08,413.03,"52,889,600"
09-Jul-21,432.53,435.84,430.71,435.52,411.56,"76,238,600"
08-Jul-21,428.78,431.73,427.52,430.92,407.21,"97,595,200"
07-Jul-21,433.66,434.76,431.51,434.46,410.56,"63,549,500"
06-Jul-21,433.78,434.01,430.01,432.93,409.11,"68,710,400"
02-Jul-21,431.67,434.1,430.52,433.72,409.86,"57,697,700"
01-Jul-21,428.87,430.6,428.8,430.43,406.75,"53,441,000"
30-Jun-21,427.21,428.78,427.18,428.06,404.51,"64,827,900"
29-Jun-21,427.88,428.56,427.13,427.7,404.17,"35,970,500"
28-Jun-21,427.17,427.65,425.89,427.47,403.95,"53,159,600"
25-Jun-21,425.9,427.09,425.55,426.61,403.14,"58,129,500"
24-Jun-21,424.89,425.55,424.62,425.1,401.71,"45,110,300"
23-Jun-21,423.19,424.05,422.51,422.6,399.35,"49,445,400"
22-Jun-21,420.85,424,420.08,423.11,399.83,"57,700,300"
21-Jun-21,416.8,421.06,415.93,420.86,397.71,"72,822,000"
18-Jun-21,1.376 Dividend,,,,,
18-Jun-21,417.09,417.83,414.7,414.92,392.09,"118,676,300"
17-Jun-21,421.67,423.02,419.32,421.97,397.46,"90,949,700"
16-Jun-21,424.63,424.87,419.92,422.11,397.59,"80,386,100"
15-Jun-21,425.42,425.46,423.54,424.48,399.82,"51,508,500"
14-Jun-21,424.43,425.37,423.1,425.26,400.55,"42,358,500"
11-Jun-21,424.2,424.43,422.82,424.31,399.66,"45,570,800"
10-Jun-21,422.96,424.63,421.55,423.61,399,"51,020,100"
09-Jun-21,423.18,423.26,421.41,421.65,397.15,"48,436,300"
08-Jun-21,423.11,423.21,420.32,422.28,397.75,"47,134,300"
07-Jun-21,422.59,422.78,421.19,422.19,397.66,"51,555,000"
04-Jun-21,420.75,422.92,418.84,422.6,398.05,"55,938,800"
03-Jun-21,417.85,419.99,416.28,418.77,394.44,"58,138,800"
02-Jun-21,420.37,421.23,419.29,420.33,395.91,"49,097,100"
01-Jun-21,422.57,422.72,419.2,419.67,395.29,"54,216,600"
28-May-21,420.97,421.25,419.79,420.04,395.64,"58,520,200"
27-May-21,420.17,420.72,418.99,419.29,394.93,"56,707,700"
26-May-21,418.87,419.61,417.76,419.07,394.72,"43,088,600"
25-May-21,420.33,420.71,417.62,418.24,393.94,"57,451,400"
24-May-21,417.34,420.32,417.08,419.17,394.82,"51,376,700"
21-May-21,416.87,418.2,414.45,414.94,390.83,"76,578,700"
20-May-21,411.8,416.63,411.67,415.28,391.15,"78,022,200"
19-May-21,406.92,411.05,405.33,410.86,386.99,"106,467,100"
18-May-21,415.8,416.06,411.77,411.94,388.01,"59,810,200"
17-May-21,415.39,416.39,413.36,415.52,391.38,"65,129,200"
14-May-21,413.21,417.49,413.18,416.58,392.38,"82,201,600"
13-May-21,407.07,412.35,407.02,410.28,386.44,"106,394,000"
12-May-21,411.23,412.59,404,405.41,381.86,"134,811,000"
11-May-21,413.1,415.27,410.06,414.21,390.15,"116,888,000"
10-May-21,422.5,422.74,417.81,417.94,393.66,"81,852,400"
07-May-21,419.89,422.82,419.16,422.12,397.6,"67,733,800"
06-May-21,415.83,419.21,413.68,419.07,394.72,"74,321,400"
05-May-21,417.38,417.63,415.15,415.75,391.6,"60,162,200"
04-May-21,416.07,416.6,411.67,415.62,391.47,"101,591,200"
03-May-21,419.43,419.84,417.67,418.2,393.9,"68,128,300"
30-Apr-21,417.63,418.54,416.34,417.3,393.06,"85,527,000"
29-Apr-21,420.32,420.72,416.44,420.06,395.66,"78,544,300"
28-Apr-21,417.81,419.01,416.9,417.4,393.15,"51,238,900"
27-Apr-21,417.93,418.14,416.3,417.52,393.26,"51,303,100"
26-Apr-21,417.44,418.22,416.81,417.61,393.35,"52,182,400"
23-Apr-21,412.87,418.25,412.79,416.74,392.53,"73,209,200"
22-Apr-21,415.89,416.78,411.13,412.27,388.32,"97,582,800"
21-Apr-21,411.51,416.29,411.36,416.07,391.9,"66,793,000"
20-Apr-21,413.91,415.09,410.59,412.17,388.23,"81,851,800"
19-Apr-21,416.26,416.74,413.79,415.21,391.09,"78,498,500"
16-Apr-21,417.25,417.91,415.73,417.26,393.02,"82,037,300"
15-Apr-21,413.74,416.16,413.69,415.87,391.71,"60,229,800"
14-Apr-21,412.83,413.96,410.87,411.45,387.55,"61,659,900"
13-Apr-21,411.53,413.53,411.12,412.86,388.87,"56,551,000"
12-Apr-21,410.85,411.93,410.2,411.64,387.73,"56,704,900"
09-Apr-21,408.39,411.67,408.26,411.49,387.58,"61,104,600"
08-Apr-21,407.93,408.58,406.93,408.52,384.79,"57,863,100"
07-Apr-21,405.94,406.96,405.45,406.59,382.97,"55,836,300"
06-Apr-21,405.76,407.24,405.4,406.12,382.53,"62,021,000"
05-Apr-21,403.46,406.94,403.38,406.36,382.75,"91,684,800"
01-Apr-21,398.4,400.67,398.18,400.61,377.34,"99,682,900"
31-Mar-21,395.34,398,395.31,396.33,373.31,"112,734,200"
30-Mar-21,394.42,395.45,393.02,394.73,371.8,"76,262,200"
29-Mar-21,394.4,396.75,392.81,395.78,372.79,"108,107,600"
26-Mar-21,390.93,396.41,390.29,395.98,372.98,"114,409,100"
25-Mar-21,385.98,390.55,383.9,389.7,367.06,"116,128,600"
24-Mar-21,391,392.75,387.47,387.52,365.01,"97,588,600"
23-Mar-21,391.91,393.46,388.66,389.5,366.87,"90,686,600"
22-Mar-21,390.03,394.07,389.97,392.59,369.78,"73,778,600"
19-Mar-21,1.278 Dividend,,,,,
19-Mar-21,389.88,391.57,387.15,389.48,366.85,"113,624,500"
18-Mar-21,394.48,396.72,390.75,391.48,367.53,"115,349,100"
17-Mar-21,394.53,398.12,393.3,397.26,372.96,"97,959,300"
16-Mar-21,397.07,397.83,395.08,395.91,371.69,"73,722,500"
15-Mar-21,394.33,396.69,392.03,396.41,372.16,"73,427,200"
12-Mar-21,392.07,394.21,391.2,394.06,369.96,"64,653,600"
11-Mar-21,392.23,395.65,391.74,393.53,369.46,"86,245,000"
10-Mar-21,389.69,391.4,388.17,389.58,365.75,"109,899,400"
09-Mar-21,385.85,389.91,385.31,387.17,363.49,"113,633,600"
08-Mar-21,384.66,387.68,381.42,381.72,358.37,"123,149,200"
05-Mar-21,380.46,384.76,372.64,383.63,360.16,"152,039,600"
04-Mar-21,381.22,384,371.88,376.7,353.66,"183,433,000"
03-Mar-21,385.79,386.83,381.31,381.42,358.09,"119,940,200"
02-Mar-21,389.82,390.07,386,386.54,362.9,"79,595,300"
01-Mar-21,385.59,390.92,380.57,389.58,365.75,"105,348,800"
26-Feb-21,384.35,385.58,378.23,380.36,357.09,"152,701,600"
25-Feb-21,390.41,391.88,380.78,382.33,358.94,"146,670,500"
24-Feb-21,386.33,392.23,385.27,391.77,367.81,"72,433,900"
23-Feb-21,384.66,388.95,380.2,387.5,363.8,"107,284,100"
22-Feb-21,387.06,389.62,386.74,387.03,363.36,"67,414,200"
19-Feb-21,392.07,392.38,389.55,390.03,366.17,"83,241,000"
18-Feb-21,389.59,391.52,387.74,390.72,366.82,"59,712,800"
17-Feb-21,390.42,392.66,389.33,392.39,368.39,"52,290,600"
16-Feb-21,393.96,394.17,391.53,392.3,368.3,"50,972,400"
12-Feb-21,389.85,392.9,389.77,392.64,368.62,"50,593,300"
11-Feb-21,391.24,391.69,388.1,390.71,366.81,"42,913,300"
10-Feb-21,392.12,392.28,387.5,390.08,366.22,"59,154,400"
09-Feb-21,389.61,390.89,389.17,390.25,366.38,"35,551,100"
08-Feb-21,389.27,390.56,388.35,390.51,366.62,"38,365,200"
05-Feb-21,388.2,388.47,386.14,387.71,363.99,"48,669,800"
04-Feb-21,382.96,386.24,381.97,386.19,362.57,"47,142,600"
03-Feb-21,382.44,383.7,380.48,381.85,358.49,"52,427,100"
02-Feb-21,379.65,383.22,376.32,381.55,358.21,"64,450,700"
01-Feb-21,373.72,377.34,370.38,376.23,353.22,"75,817,600"
29-Jan-21,375.63,376.67,368.27,370.07,347.43,"126,765,100"
28-Jan-21,376.36,381.93,375.89,377.63,354.53,"94,198,100"
27-Jan-21,380.22,380.32,372.01,374.41,351.51,"123,351,100"
26-Jan-21,385.41,385.85,383.54,383.79,360.31,"42,665,300"
25-Jan-21,383.67,384.77,378.46,384.39,360.88,"70,402,000"
22-Jan-21,382.25,384.13,381.84,382.88,359.46,"52,860,500"
21-Jan-21,384.49,384.95,383.25,384.24,360.74,"47,840,100"
20-Jan-21,381.11,384.79,380.69,383.89,360.41,"61,836,100"
19-Jan-21,378.34,379.23,376.75,378.65,355.49,"51,233,300"
15-Jan-21,376.72,377.58,373.7,375.7,352.72,"107,160,000"
14-Jan-21,380.59,381.13,378.1,378.46,355.31,"49,989,100"
13-Jan-21,378.69,380.86,377.85,379.79,356.56,"45,303,600"
12-Jan-21,378.89,379.86,376.36,378.77,355.6,"52,547,700"
11-Jan-21,377.85,380.58,377.72,378.69,355.53,"51,034,700"
08-Jan-21,380.59,381.49,377.1,381.26,357.94,"71,677,200"
07-Jan-21,376.1,379.9,375.91,379.1,355.91,"68,766,800"
06-Jan-21,369.71,376.98,369.12,373.55,350.7,"107,997,700"
05-Jan-21,368.1,372.5,368.05,371.33,348.62,"66,426,200"
04-Jan-21,375.31,375.45,364.82,368.79,346.23,"110,210,800"
31-Dec-20,371.78,374.66,371.23,373.88,351.01,"78,520,700"
30-Dec-20,372.34,373.1,371.57,371.99,349.24,"49,455,300"
29-Dec-20,373.81,374,370.83,371.46,348.74,"53,680,500"
28-Dec-20,371.74,372.59,371.07,372.17,349.4,"39,000,400"
24-Dec-20,368.08,369.03,367.45,369,346.43,"26,457,900"
23-Dec-20,368.28,369.62,367.22,367.57,345.09,"46,201,400"
22-Dec-20,368.21,368.33,366.03,367.24,344.78,"47,949,000"
21-Dec-20,364.97,378.46,362.03,367.86,345.36,"96,386,700"
18-Dec-20,1.58 Dividend,,,,,
18-Dec-20,370.97,371.15,367.02,369.18,346.6,"136,542,300"
17-Dec-20,371.94,372.46,371.05,372.24,347.99,"64,119,500"
16-Dec-20,369.82,371.16,368.87,370.17,346.05,"58,420,500"
15-Dec-20,367.4,369.59,365.92,369.59,345.51,"63,865,300"
14-Dec-20,368.64,369.8,364.47,364.66,340.9,"69,216,200"
11-Dec-20,364.9,366.74,363.26,366.3,342.43,"57,698,600"
10-Dec-20,365.37,367.86,364.43,366.73,342.84,"57,735,400"
09-Dec-20,370.88,371.05,365.95,366.85,342.95,"74,098,300"
08-Dec-20,367.72,370.78,367.67,370.17,346.05,"42,458,900"
07-Dec-20,369.02,369.62,367.72,369.09,345.04,"48,944,300"
04-Dec-20,367.32,369.85,367.22,369.85,345.75,"50,749,900"
03-Dec-20,366.68,368.19,365.5,366.69,342.8,"62,882,000"
02-Dec-20,364.82,366.96,364.2,366.79,342.89,"45,927,000"
01-Dec-20,365.57,367.68,364.93,366.02,342.17,"74,231,400"
30-Nov-20,362.83,363.12,359.17,362.06,338.47,"83,872,700"
27-Nov-20,363.84,364.18,362.58,363.67,339.98,"28,514,100"
25-Nov-20,363.13,363.16,361.48,362.66,339.03,"45,330,900"
24-Nov-20,360.21,363.81,359.29,363.22,339.55,"62,415,900"
23-Nov-20,357.28,358.82,354.87,357.46,334.17,"63,230,600"
20-Nov-20,357.5,357.72,355.25,355.33,332.18,"70,417,300"
19-Nov-20,355.6,358.18,354.15,357.78,334.47,"59,940,900"
18-Nov-20,360.91,361.5,356.24,356.28,333.07,"70,591,300"
17-Nov-20,359.97,361.92,358.34,360.62,337.12,"66,111,000"
16-Nov-20,360.98,362.78,359.59,362.57,338.95,"74,541,100"
13-Nov-20,355.27,358.9,354.71,358.1,334.77,"62,892,200"
12-Nov-20,355.58,356.72,351.26,353.21,330.2,"67,546,200"
11-Nov-20,356.4,357.56,355.06,356.67,333.43,"58,649,000"
10-Nov-20,353.49,355.18,350.51,354.04,330.97,"85,552,000"
09-Nov-20,363.97,364.38,354.06,354.56,331.46,"172,304,200"
06-Nov-20,349.93,351.51,347.65,350.16,327.35,"74,973,000"
05-Nov-20,349.24,352.19,348.86,350.24,327.42,"82,039,700"
04-Nov-20,340.86,347.94,339.59,343.54,321.16,"126,959,700"
03-Nov-20,333.69,338.25,330.29,336.03,314.14,"93,294,200"
02-Nov-20,330.2,332.36,327.24,330.2,308.69,"86,068,300"
30-Oct-20,328.28,329.69,322.6,326.54,305.26,"120,287,300"
29-Oct-20,326.91,333.4,325.09,329.98,308.48,"90,597,700"
